dataset,filename,image_path,read_error,width,height,megapixels,aspect_width_height,aspect_long_short,portrait,brightness,contrast,blur_laplacian,edge_density,entropy,saturation,dark_fraction,bright_fraction,gt_regions,vertices_mean,vertices_max,short_side_1024_median,short_side_1024_q10,small_text_lt8_ratio,small_text_lt12_ratio,polygon_area_ratio_median,polygon_area_ratio_sum,polygon_angle_abs_median
train,drp.en_ko.in_house.selectstar_000016.jpg,data/datasets/images/train/drp.en_ko.in_house.selectstar_000016.jpg,False,960,1280,1.2288,0.75,1.3333333333333333,True,0.5795644722732843,0.28946089454903023,1477.6258764763415,0.087249755859375,7.534294128417969,0.3413864235472835,0.21680704752604166,0.2589060465494792,71,4.056338028169014,6.0,22.69514312744141,12.408831024169922,0.014084507042253521,0.09859154929577464,0.0017695550926525054,0.18150265428158463,1.274379014968872
train,drp.en_ko.in_house.selectstar_000019.jpg,data/datasets/images/train/drp.en_ko.in_house.selectstar_000019.jpg,False,960,1280,1.2288,0.75,1.3333333333333333,True,0.6632657518573836,0.17674065991679921,1317.2292911242432,0.048456827799479164,6.560046672821045,0.3138303669449551,0.004887898763020833,0.053217569986979164,73,4.0,4.0,21.7199951171875,11.919998474121094,0.0136986301369863,0.1095890410958904,0.001489388477156505,0.1273206766490313,0.945610523223877
train,drp.en_ko.in_house.selectstar_000020.jpg,data/datasets/images/train/drp.en_ko.in_house.selectstar_000020.jpg,False,960,1280,1.2288,0.75,1.3333333333333333,True,0.5502045874502145,0.28870463647836964,4419.401121076196,0.10096232096354167,7.183671951293945,0.24393055236417485,0.18032328287760416,0.0591583251953125,71,4.169014084507042,8.0,22.706256103515628,16.201661682128908,0.0,0.04225352112676056,0.0016976421937446654,0.14280429464603345,0.8138809204101562
train,drp.en_ko.in_house.selectstar_000021.jpg,data/datasets/images/train/drp.en_ko.in_house.selectstar_000021.jpg,False,960,1280,1.2288,0.75,1.3333333333333333,True,0.5480838750702104,0.2787347925118032,3567.2003125548363,0.08933512369791667,6.9604387283325195,0.4097848730149612,0.16762288411458334,0.008692423502604166,100,4.12,6.0,19.999998474121092,9.50400390625,0.04,0.14,0.0018359239596550956,0.24788545502129072,0.0
train,drp.en_ko.in_house.selectstar_000022.jpg,data/datasets/images/train/drp.en_ko.in_house.selectstar_000022.jpg,False,960,1280,1.2288,0.75,1.3333333333333333,True,0.6076173271229065,0.24226456325656262,3727.5142893708157,0.2394561767578125,7.510525226593018,0.07613856496374591,0.0922393798828125,0.18963623046875,139,4.100719424460432,8.0,16.839990234375,12.697812805175783,0.02877697841726619,0.07913669064748201,0.0005247483149666247,0.1307108499840868,0.9386672973632812
train,drp.en_ko.in_house.selectstar_000023.jpg,data/datasets/images/train/drp.en_ko.in_house.selectstar_000023.jpg,False,1280,1280,1.6384,1.0,1.0,False,0.5633856530283011,0.15053688224760112,2119.7448285701103,0.0888214111328125,7.23574161529541,0.21649294086531096,0.019622802734375,0.0252685546875,160,4.0125,6.0,13.32000732421875,7.56000473022461,0.10625,0.23125,0.000336448655549475,0.06976464873102386,0.0
train,drp.en_ko.in_house.selectstar_000024.jpg,data/datasets/images/train/drp.en_ko.in_house.selectstar_000024.jpg,False,960,1280,1.2288,0.75,1.3333333333333333,True,0.5781334970511642,0.24811869665684638,3623.80568076357,0.23316446940104166,7.686567783355713,0.07444039139093138,0.10810343424479167,0.15743001302083334,75,4.0,4.0,22.23518524169922,13.037029266357424,0.013333333333333334,0.08,0.0010100133814762557,0.1504037782751152,0.9740447998046875
train,drp.en_ko.in_house.selectstar_000026.jpg,data/datasets/images/train/drp.en_ko.in_house.selectstar_000026.jpg,False,960,1280,1.2288,0.75,1.3333333333333333,True,0.6031046350017871,0.16527512548326462,1643.0928404479184,0.0841064453125,7.281072616577148,0.20991923014322916,0.0065460205078125,0.028544108072916668,85,4.0,4.0,18.43203125,9.179208984375,0.058823529411764705,0.1411764705882353,0.0010913223084260911,0.1256859455216219,0.0
train,drp.en_ko.in_house.selectstar_000027.jpg,data/datasets/images/train/drp.en_ko.in_house.selectstar_000027.jpg,False,720,1280,0.9216,0.5625,1.7777777777777777,True,0.6014907471235021,0.1727890613406464,2574.6464801143256,0.10230170355902778,6.983702659606934,0.2002596986060049,0.055426703559027776,0.00010172526041666667,124,4.0,4.0,16.708985900878908,10.276634521484375,0.016129032258064516,0.16129032258064516,0.0010904686906865713,0.20284138856843245,1.4043960571289062
train,drp.en_ko.in_house.selectstar_000028.jpg,data/datasets/images/train/drp.en_ko.in_house.selectstar_000028.jpg,False,960,1280,1.2288,0.75,1.3333333333333333,True,0.6240939869600184,0.1088075375588804,1494.2339585141744,0.059743245442708336,6.624392032623291,0.03910235236672794,0.009623209635416666,0.008936564127604166,66,4.242424242424242,8.0,25.579992675781252,11.232006072998047,0.0,0.15151515151515152,0.0020475498409072658,0.17343189021289065,0.0
train,drp.en_ko.in_house.selectstar_000033.jpg,data/datasets/images/train/drp.en_ko.in_house.selectstar_000033.jpg,False,960,1280,1.2288,0.75,1.3333333333333333,True,0.7082300722209457,0.11286028825433868,2156.6138102038663,0.054850260416666664,6.575024604797363,0.02353976380591299,0.0025380452473958335,0.016357421875,122,4.032786885245901,6.0,16.05599365234375,9.635032653808594,0.06557377049180328,0.12295081967213115,0.0007234038403629483,0.13612939222407816,1.241241455078125
train,drp.en_ko.in_house.selectstar_000034.jpg,data/datasets/images/train/drp.en_ko.in_house.selectstar_000034.jpg,False,960,1280,1.2288,0.75,1.3333333333333333,True,0.6725340201184641,0.08254323019647367,1383.0318551421321,0.056081136067708336,6.068946838378906,0.028170975828482433,0.0027058919270833335,0.00022379557291666666,134,4.0,4.0,23.488294219970705,13.508192443847657,0.007462686567164179,0.07462686567164178,0.0010892242682727252,0.360763261758423,0.692882776260376
train,drp.en_ko.in_house.selectstar_000036.jpg,data/datasets/images/train/drp.en_ko.in_house.selectstar_000036.jpg,False,617,1280,0.78976,0.48203125,2.0745542949756888,True,0.6840341140251647,0.12305603672513497,2899.8090048701833,0.07921621963562753,6.539673328399658,0.04627624012661745,0.011410361842105263,0.0006721280364372469,133,4.0,4.0,14.153649902343751,10.035483093261721,0.05263157894736842,0.15789473684210525,0.000695570284817865,0.17255342358716055,0.87701416015625
train,drp.en_ko.in_house.selectstar_000037.jpg,data/datasets/images/train/drp.en_ko.in_house.selectstar_000037.jpg,False,720,1280,0.9216,0.5625,1.7777777777777777,True,0.6070859289896514,0.17621458276242266,3058.4117654628226,0.10643174913194445,6.814245223999023,0.18984287237030228,0.049906412760416664,2.0345052083333332e-05,101,4.0,4.0,15.423974609375001,7.5199935913085945,0.1188118811881188,0.26732673267326734,0.0008555368693669152,0.10280719935190494,0.0
train,drp.en_ko.in_house.selectstar_000038.jpg,data/datasets/images/train/drp.en_ko.in_house.selectstar_000038.jpg,False,960,1280,1.2288,0.75,1.3333333333333333,True,0.6108077903199041,0.20975687594872464,4379.880108551432,0.08501180013020833,7.076901435852051,0.2435495613447202,0.06536865234375,0.0033518473307291665,103,4.077669902912621,6.0,25.1199951171875,15.06561462402344,0.0,0.02912621359223301,0.001711017643174273,0.24226059583725107,0.0
train,drp.en_ko.in_house.selectstar_000039.jpg,data/datasets/images/train/drp.en_ko.in_house.selectstar_000039.jpg,False,720,1280,0.9216,0.5625,1.7777777777777777,True,0.5661634657118055,0.23527352394695583,1964.0921452161338,0.07465955946180555,7.292946815490723,0.1655140463303377,0.1263970269097222,0.0,118,4.0,4.0,18.6639892578125,10.627192382812503,0.06779661016949153,0.11016949152542373,0.0011381080176167619,0.19838785535040662,0.0
train,drp.en_ko.in_house.selectstar_000040.jpg,data/datasets/images/train/drp.en_ko.in_house.selectstar_000040.jpg,False,960,1280,1.2288,0.75,1.3333333333333333,True,0.5522808598537071,0.16740980979783987,2006.7829848949075,0.06783040364583333,7.0705671310424805,0.2888427135991115,0.01446533203125,1.0172526041666666e-05,182,4.0,4.0,13.148008728027344,6.196801681518555,0.16483516483516483,0.3021978021978022,0.0004990814276883762,0.1241770374248485,0.0
train,drp.en_ko.in_house.selectstar_000041.jpg,data/datasets/images/train/drp.en_ko.in_house.selectstar_000041.jpg,False,960,1280,1.2288,0.75,1.3333333333333333,True,0.5165920083039727,0.20471732077967827,1994.1548511683684,0.10162353515625,7.097378253936768,0.04779776778875613,0.12492879231770833,0.0,119,4.0,4.0,18.440005493164062,9.222405090332032,0.058823529411764705,0.21008403361344538,0.0010705629239873816,0.1519044340715823,0.07518768310546875
train,drp.en_ko.in_house.selectstar_000042.jpg,data/datasets/images/train/drp.en_ko.in_house.selectstar_000042.jpg,False,605,1280,0.7744,0.47265625,2.115702479338843,True,0.6294877564920597,0.14622653356566379,2520.919865350923,0.10558174070247933,6.887798309326172,0.08429144385026739,0.0349948347107438,8.070764462809918e-06,81,4.0246913580246915,6.0,18.504003906250002,8.503350067138673,0.08641975308641975,0.16049382716049382,0.0027445970533267992,0.3187488026747118,0.0
train,drp.en_ko.in_house.selectstar_000043.jpg,data/datasets/images/train/drp.en_ko.in_house.selectstar_000043.jpg,False,720,1280,0.9216,0.5625,1.7777777777777777,True,0.7356085484323938,0.11511157228174822,2071.0317983494406,0.0888943142361111,6.510552406311035,0.02833267910028595,0.00408935546875,0.010396321614583334,147,4.01360544217687,6.0,13.688012695312501,5.324804229736328,0.23809523809523808,0.3741496598639456,0.0007533300396607956,0.17656033580567398,0.0
train,drp.en_ko.in_house.selectstar_000044.jpg,data/datasets/images/train/drp.en_ko.in_house.selectstar_000044.jpg,False,720,1280,0.9216,0.5625,1.7777777777777777,True,0.5921487247242647,0.19115183136809796,2780.46537567137,0.12328423394097222,7.069063186645508,0.18929020501429739,0.06837293836805555,0.0005086263020833334,92,4.086956521739131,6.0,18.723997497558596,10.62796401977539,0.021739130434782608,0.14130434782608695,0.0013695508119801363,0.16090153200181564,0.0
train,drp.en_ko.in_house.selectstar_000045.jpg,data/datasets/images/train/drp.en_ko.in_house.selectstar_000045.jpg,False,960,1280,1.2288,0.75,1.3333333333333333,True,0.5189893735000511,0.20116130169904423,2012.653432882391,0.1051483154296875,7.025145530700684,0.04461123397926879,0.11515299479166667,0.0,94,4.0,4.0,18.804002380371095,7.630393066406251,0.13829787234042554,0.2553191489361702,0.0012018191045315993,0.135707080491855,0.0
train,drp.en_ko.in_house.selectstar_000047.jpg,data/datasets/images/train/drp.en_ko.in_house.selectstar_000047.jpg,False,960,1280,1.2288,0.75,1.3333333333333333,True,0.5870439118030024,0.15116068814803912,1632.3890486278624,0.06341552734375,6.979058742523193,0.2535077462788501,0.0055999755859375,1.0172526041666666e-05,141,4.0,4.0,16.671972656250002,13.847998046875,0.0851063829787234,0.09929078014184398,0.0006610301804539631,0.13362641117638305,0.0
train,drp.en_ko.in_house.selectstar_000048.jpg,data/datasets/images/train/drp.en_ko.in_house.selectstar_000048.jpg,False,960,1280,1.2288,0.75,1.3333333333333333,True,0.5301035363689747,0.2287118442962011,2036.9281310335627,0.07433064778645833,6.997661113739014,0.3275303061491524,0.07477315266927083,0.0014699300130208333,113,4.088495575221239,6.0,17.65289764404297,7.062826385498047,0.1504424778761062,0.20353982300884957,0.001115115683789251,0.16717375455208153,1.3430252075195312
train,drp.en_ko.in_house.selectstar_000049.jpg,data/datasets/images/train/drp.en_ko.in_house.selectstar_000049.jpg,False,960,1280,1.2288,0.75,1.3333333333333333,True,0.5100043602239073,0.19498767390461208,1722.8579917274571,0.0926055908203125,7.105565071105957,0.047584104849622146,0.10400390625,5.086263020833333e-06,156,4.076923076923077,10.0,12.528736114501953,4.675558853149415,0.20512820512820512,0.42948717948717946,0.0002820490719227564,0.09738751713405777,83.52745324373245
train,drp.en_ko.in_house.selectstar_000050.jpg,data/datasets/images/train/drp.en_ko.in_house.selectstar_000050.jpg,False,960,1280,1.2288,0.75,1.3333333333333333,True,0.5168294669755923,0.2895654278457797,1112.3568029104629,0.053929646809895836,6.711310386657715,0.13506294200622956,0.3375396728515625,0.00048828125,106,4.0,4.0,21.999996948242188,15.50400390625,0.0,0.02830188679245283,0.0007706246219836052,0.1957195937982717,0.0
train,drp.en_ko.in_house.selectstar_000051.jpg,data/datasets/images/train/drp.en_ko.in_house.selectstar_000051.jpg,False,960,1280,1.2288,0.75,1.3333333333333333,True,0.4953899707669526,0.27007496276030835,2202.376383430014,0.0794525146484375,6.885034084320068,0.2891383351843341,0.2287139892578125,0.0003000895182291667,105,4.0,4.0,19.449098205566408,9.728125762939454,0.02857142857142857,0.19047619047619047,0.0013240341834822782,0.16506607352173527,1.8214411735534668
train,drp.en_ko.in_house.selectstar_000052.jpg,data/datasets/images/train/drp.en_ko.in_house.selectstar_000052.jpg,False,960,1280,1.2288,0.75,1.3333333333333333,True,0.6133319730073018,0.21573498185672435,4251.686031614637,0.1099395751953125,7.185067176818848,0.19269847994536357,0.022852579752604168,0.030253092447916668,142,4.126760563380282,6.0,19.3541130065918,11.114607315063479,0.014084507042253521,0.11267605633802817,0.001491042451160638,0.29249738632028277,0.0
train,drp.en_ko.in_house.selectstar_000053.jpg,data/datasets/images/train/drp.en_ko.in_house.selectstar_000053.jpg,False,960,1280,1.2288,0.75,1.3333333333333333,True,0.5149393916909212,0.20197278347287706,813.1891681601604,0.06804402669270833,7.015766620635986,0.04787521860957925,0.1210479736328125,0.0,59,4.0,4.0,20.46401062011719,8.744017333984376,0.0847457627118644,0.13559322033898305,0.0012897698696057584,0.08533342991964105,0.0
train,drp.en_ko.in_house.selectstar_000054.jpg,data/datasets/images/train/drp.en_ko.in_house.selectstar_000054.jpg,False,747,1280,0.95616,0.58359375,1.713520749665328,True,0.6881587009803921,0.20009348356071416,2756.435367247908,0.1264828072742475,6.512747287750244,0.1125408582120139,0.04810305183946488,0.004788095735785953,124,4.0,4.0,16.6199951171875,8.348883895874025,0.08064516129032258,0.2661290322580645,0.001272717434303522,0.22347862182843276,0.0
train,drp.en_ko.in_house.selectstar_000055.jpg,data/datasets/images/train/drp.en_ko.in_house.selectstar_000055.jpg,False,1076,1280,1.37728,0.840625,1.1895910780669146,True,0.6165068007580939,0.25244457375952517,356.70941726162596,0.058807231104651164,7.242587566375732,0.283795849008208,0.14387718023255813,0.06351289970930232,96,4.03125,6.0,22.15654983520508,14.751688385009766,0.0,0.041666666666666664,0.0007631166549464951,0.153968217765126,17.21662425994873
train,drp.en_ko.in_house.selectstar_000057.jpg,data/datasets/images/train/drp.en_ko.in_house.selectstar_000057.jpg,False,960,1280,1.2288,0.75,1.3333333333333333,True,0.5449725381689133,0.26525788706948833,1490.097585865581,0.07541910807291667,7.540112018585205,0.2402682235817504,0.21201070149739584,0.09469095865885417,129,4.0,4.0,20.738581848144534,12.366268768310547,0.015503875968992248,0.09302325581395349,0.0010904169828791054,0.22754787168796986,0.9001388549804688
train,drp.en_ko.in_house.selectstar_000059.jpg,data/datasets/images/train/drp.en_ko.in_house.selectstar_000059.jpg,False,960,1280,1.2288,0.75,1.3333333333333333,True,0.535519389233558,0.27273174658274274,2425.2333153882587,0.055521647135416664,7.167516708374023,0.42383341072431574,0.16182963053385416,0.015635172526041668,94,4.0,4.0,18.527999877929688,10.216014556884767,0.031914893617021274,0.19148936170212766,0.0013304270370677312,0.15849376104753674,0.0
train,drp.en_ko.in_house.selectstar_000060.jpg,data/datasets/images/train/drp.en_ko.in_house.selectstar_000060.jpg,False,960,1280,1.2288,0.75,1.3333333333333333,True,0.5874268575431474,0.16982184366214462,3631.105716825125,0.09699503580729167,7.125132083892822,0.2464914159837112,0.019037882486979168,0.0004221598307291667,111,4.0,4.0,17.968014526367188,10.999998474121094,0.018018018018018018,0.16216216216216217,0.0008205964230000972,0.12668649683147445,0.0
train,drp.en_ko.in_house.selectstar_000061.jpg,data/datasets/images/train/drp.en_ko.in_house.selectstar_000061.jpg,False,938,1280,1.20064,0.7328125,1.3646055437100213,True,0.5409943831699346,0.11893564226034783,2301.1826065097384,0.0819375,6.427249908447266,0.12274881535947711,0.040875,0.0,82,4.0,4.0,27.5840087890625,17.555200195312498,0.0,0.012195121951219513,0.0024687292682843646,0.2866323560866227,0.0
train,drp.en_ko.in_house.selectstar_000062.jpg,data/datasets/images/train/drp.en_ko.in_house.selectstar_000062.jpg,False,960,1280,1.2288,0.75,1.3333333333333333,True,0.5123191484438827,0.2630534830877921,2438.605911243474,0.07501220703125,7.265478134155273,0.4618883918313419,0.145477294921875,0.025675455729166668,110,4.463636363636364,12.0,18.979014587402347,9.02639633178711,0.09090909090909091,0.15454545454545454,0.0013350667483609867,0.2114342506297434,1.9934597611427307
train,drp.en_ko.in_house.selectstar_000063.jpg,data/datasets/images/train/drp.en_ko.in_house.selectstar_000063.jpg,False,896,1280,1.14688,0.7,1.4285714285714286,True,0.5756483887200132,0.2100800176083698,3164.992413644841,0.08618300453910614,7.456876754760742,0.18002711996111292,0.11068435754189944,0.012553465432960894,101,4.0594059405940595,6.0,20.51199645996094,10.493759918212891,0.019801980198019802,0.13861386138613863,0.0013451663149680825,0.18723610726876175,0.0
train,drp.en_ko.in_house.selectstar_000065.jpg,data/datasets/images/train/drp.en_ko.in_house.selectstar_000065.jpg,False,675,1280,0.864,0.52734375,1.8962962962962964,True,0.6658868066902688,0.1675180028892928,2106.524247684714,0.09112413194444445,6.647523880004883,0.026174257897603487,0.015458622685185185,0.0,129,4.0,4.0,19.176000976562502,8.887996520996095,0.06201550387596899,0.17054263565891473,0.0011261971495308293,0.235568051249182,0.7421497702598572
train,drp.en_ko.in_house.selectstar_000066.jpg,data/datasets/images/train/drp.en_ko.in_house.selectstar_000066.jpg,False,747,1280,0.95616,0.58359375,1.713520749665328,True,0.5845150194275034,0.20097254928874567,3448.863141721328,0.08896190426421405,6.841846466064453,0.07523795105416749,0.09240436872909699,0.011019805602006688,112,4.0,4.0,17.616715240478516,8.288373184204103,0.09821428571428571,0.2767857142857143,0.001381813261542378,0.19284454955551117,0.5183830261230469
train,drp.en_ko.in_house.selectstar_000068.jpg,data/datasets/images/train/drp.en_ko.in_house.selectstar_000068.jpg,False,720,1280,0.9216,0.5625,1.7777777777777777,True,0.36207586550245097,0.220626089777456,2273.421954042382,0.08201090494791667,7.080034255981445,0.4196829469635076,0.4767998589409722,0.0,145,4.055172413793104,8.0,14.638838195800782,5.67726318359375,0.1724137931034483,0.2206896551724138,0.0010013995899094475,0.21407712616137284,0.9774246215820312
train,drp.en_ko.in_house.selectstar_000069.jpg,data/datasets/images/train/drp.en_ko.in_house.selectstar_000069.jpg,False,618,1280,0.79104,0.4828125,2.071197411003236,True,0.6167468568905294,0.21231345564602938,2632.3585345692754,0.10497058451417005,7.101707458496094,0.3830285732714138,0.010896381578947368,0.08797760627530364,139,4.086330935251799,8.0,14.464013671875001,7.477411346435548,0.1510791366906475,0.23741007194244604,0.0012394944190515886,0.2046578993501688,0.34275054931640625
train,drp.en_ko.in_house.selectstar_000070.jpg,data/datasets/images/train/drp.en_ko.in_house.selectstar_000070.jpg,False,960,1280,1.2288,0.75,1.3333333333333333,True,0.6132772408279719,0.15419219135154139,3508.0967380735615,0.10833740234375,7.1714630126953125,0.2333844552632251,0.029347737630208332,0.002716064453125,107,4.0,4.0,21.4583740234375,9.925181884765626,0.07476635514018691,0.1588785046728972,0.0019528669508402647,0.33107956787575105,2.3618316650390625
train,drp.en_ko.in_house.selectstar_000071.jpg,data/datasets/images/train/drp.en_ko.in_house.selectstar_000071.jpg,False,960,1280,1.2288,0.75,1.3333333333333333,True,0.6183646806704453,0.15349508860676675,1706.4961733737082,0.09574381510416667,6.544818878173828,0.1668292276220384,0.026341756184895832,0.0,79,4.075949367088608,6.0,24.41273345947266,15.792028198242187,0.0,0.06329113924050633,0.0012834918796420425,0.20485754842701284,1.0464935302734375
train,drp.en_ko.in_house.selectstar_000072.jpg,data/datasets/images/train/drp.en_ko.in_house.selectstar_000072.jpg,False,960,1280,1.2288,0.75,1.3333333333333333,True,0.4965758678959865,0.28333628128412874,837.6483311986085,0.0484161376953125,7.439601898193359,0.21464945475260416,0.24904378255208334,0.12812296549479166,122,4.0,4.0,16.961168670654295,11.888865127563477,0.02459016393442623,0.11475409836065574,0.0008442337004492136,0.18494590798144828,0.6939544677734375
train,drp.en_ko.in_house.selectstar_000073.jpg,data/datasets/images/train/drp.en_ko.in_house.selectstar_000073.jpg,False,960,1280,1.2288,0.75,1.3333333333333333,True,0.5315164005055147,0.27648770989392896,4564.791076533392,0.0818939208984375,7.212833404541016,0.40006215213950164,0.1615753173828125,0.029815673828125,123,4.08130081300813,6.0,19.768002319335938,9.198406677246094,0.08130081300813008,0.16260162601626016,0.0010785417440335246,0.1889420875538063,0.0
train,drp.en_ko.in_house.selectstar_000075.jpg,data/datasets/images/train/drp.en_ko.in_house.selectstar_000075.jpg,False,960,1280,1.2288,0.75,1.3333333333333333,True,0.6659048441967933,0.10704579416328774,1834.8151072358924,0.06714884440104167,6.065873146057129,0.05250722847732843,0.007517496744791667,0.0,88,4.045454545454546,6.0,22.53337783813477,12.541602935791015,0.0,0.07954545454545454,0.00172391780592136,0.18467287495185522,2.8126564025878906
train,drp.en_ko.in_house.selectstar_000077.jpg,data/datasets/images/train/drp.en_ko.in_house.selectstar_000077.jpg,False,587,1280,0.75136,0.45859375,2.180579216354344,True,0.6567462257509387,0.2317014044483756,2910.536269477095,0.12459275265957447,7.216201305389404,0.2658377659574468,0.050332446808510636,0.23174867021276596,88,4.181818181818182,8.0,20.727952575683595,16.7383674621582,0.011363636363636364,0.056818181818181816,0.002828915528835848,0.322494769922859,0.0
train,drp.en_ko.in_house.selectstar_000078.jpg,data/datasets/images/train/drp.en_ko.in_house.selectstar_000078.jpg,False,720,1280,0.9216,0.5625,1.7777777777777777,True,0.34506657752076525,0.2237086538566627,1229.2630586489852,0.04849582248263889,6.931010723114014,0.48245647488596133,0.5235392252604166,0.0,131,4.0,4.0,14.83951416015625,8.47635955810547,0.08396946564885496,0.22137404580152673,0.0007839384550253373,0.1376311931762958,1.8101544380187988
train,drp.en_ko.in_house.selectstar_000079.jpg,data/datasets/images/train/drp.en_ko.in_house.selectstar_000079.jpg,False,720,1280,0.9216,0.5625,1.7777777777777777,True,0.5466171630327479,0.2088752542540497,2001.1686318978475,0.061726888020833336,7.329273700714111,0.26230083124829795,0.1217922634548611,0.012518988715277778,96,4.020833333333333,6.0,17.024156188964845,9.833160400390625,0.03125,0.13541666666666666,0.0011179424971871615,0.12901278437414704,0.0
train,drp.en_ko.in_house.selectstar_000080.jpg,data/datasets/images/train/drp.en_ko.in_house.selectstar_000080.jpg,False,953,1280,1.21984,0.74453125,1.3431269674711437,True,0.6592765345967784,0.1341231885094911,1540.285775472092,0.08014989337270341,6.6712164878845215,0.09919018337321805,0.01344119094488189,3.5884186351706036e-05,94,4.191489361702128,10.0,19.73228988647461,10.537743225097657,0.0425531914893617,0.1276595744680851,0.0012078070275753328,0.14709739753249867,5.404984712600708
