filename,image_path,original_split,fold,group_id,group_size,numeric_id,stratum,gt_region_bin,small_text_bin,gt_regions,width,height,megapixels,aspect_long_short,brightness,contrast,blur_laplacian,short_side_1024_median,short_side_1024_q10,small_text_lt8_ratio,small_text_lt12_ratio,sha256,phash64
drp.en_ko.in_house.selectstar_000015.jpg,data/datasets/images/train/drp.en_ko.in_house.selectstar_000015.jpg,train,2,drp.en_ko.in_house.selectstar_000015.jpg,1,15,train_w2_s0,2,0,111,1280,1280,1.6384,1,0.6671128067,0.1109651064,1050.603405,20.91410675,17.36973877,0.02702702703,0.09009009009,43e20a230a27c48d1ee6eddff41c299ef7827381ea65ee081c77d81ff1f584da,cb92649b269b64cb
drp.en_ko.in_house.selectstar_000016.jpg,data/datasets/images/train/drp.en_ko.in_house.selectstar_000016.jpg,train,4,drp.en_ko.in_house.selectstar_000016.jpg,1,16,train_w0_s0,0,0,71,960,1280,1.2288,1.333333333,0.5795644723,0.2894608945,1477.625876,22.69514313,12.40883102,0.01408450704,0.0985915493,2db92f24578f37720574b6ed1b9c38489f0b083ffba4b2e3ac5f3fd8c7157c2f,94ca6f9a7dc86d40
drp.en_ko.in_house.selectstar_000019.jpg,data/datasets/images/train/drp.en_ko.in_house.selectstar_000019.jpg,train,0,drp.en_ko.in_house.selectstar_000019.jpg,1,19,train_w0_s0,0,0,73,960,1280,1.2288,1.333333333,0.6632657519,0.1767406599,1317.229291,21.71999512,11.91999847,0.01369863014,0.1095890411,ee49ed90499bc56f5085d72be183787ce8eb12cc994900d5700146247b8ea651,c2ab6db86da63c84
drp.en_ko.in_house.selectstar_000020.jpg,data/datasets/images/train/drp.en_ko.in_house.selectstar_000020.jpg,train,1,drp.en_ko.in_house.selectstar_000020.jpg,1,20,train_w0_s0,0,0,71,960,1280,1.2288,1.333333333,0.5502045875,0.2887046365,4419.401121,22.7062561,16.20166168,0,0.04225352113,2da0abf513894af52f006df6ea7453b3469351fcfd307862386bad26d18d038d,83fb2d007c713c3d
drp.en_ko.in_house.selectstar_000021.jpg,data/datasets/images/train/drp.en_ko.in_house.selectstar_000021.jpg,train,3,drp.en_ko.in_house.selectstar_000021.jpg,1,21,train_w1_s1,1,1,100,960,1280,1.2288,1.333333333,0.5480838751,0.2787347925,3567.200313,19.99999847,9.504003906,0.04,0.14,5906a52d37a6c23ef9c8f60124eee8357a5d7d870a028212caa5e4b21164814b,96eb3c61386934ce
drp.en_ko.in_house.selectstar_000022.jpg,data/datasets/images/train/drp.en_ko.in_house.selectstar_000022.jpg,train,2,drp.en_ko.in_house.selectstar_000022.jpg,1,22,train_w3_s0,3,0,139,960,1280,1.2288,1.333333333,0.6076173271,0.2422645633,3727.514289,16.83999023,12.69781281,0.02877697842,0.07913669065,c78cd8e7b5edaab60eb9ec13e622637aa5a6eb3d0ad2ff7519d2e9b7840e28be,9ac7631d2f1868f2
drp.en_ko.in_house.selectstar_000023.jpg,data/datasets/images/train/drp.en_ko.in_house.selectstar_000023.jpg,train,4,drp.en_ko.in_house.selectstar_000023.jpg,1,23,train_w4_s1,4,1,160,1280,1280,1.6384,1,0.563385653,0.1505368822,2119.744829,13.32000732,7.56000473,0.10625,0.23125,79aad04110b92dc2e994015b3e7a265542678a6e4615536eef6f88eb5fe79921,d98e1cc34e8c67e4
drp.en_ko.in_house.selectstar_000024.jpg,data/datasets/images/train/drp.en_ko.in_house.selectstar_000024.jpg,train,2,drp.en_ko.in_house.selectstar_000024.jpg,1,24,train_w0_s0,0,0,75,960,1280,1.2288,1.333333333,0.5781334971,0.2481186967,3623.805681,22.23518524,13.03702927,0.01333333333,0.08,c014805fa19c5d514d9e5cd0bddc9af5a7e2aaefdc1dccfcb084dc931133231a,95ce6a98683369e3
drp.en_ko.in_house.selectstar_000026.jpg,data/datasets/images/train/drp.en_ko.in_house.selectstar_000026.jpg,train,3,drp.en_ko.in_house.selectstar_000026.jpg,1,26,train_w0_s1,0,1,85,960,1280,1.2288,1.333333333,0.603104635,0.1652751255,1643.09284,18.43203125,9.179208984,0.05882352941,0.1411764706,29ea48782ff4349658c24de9590dc8a113b18bdadf8527feb8e94a198ce3b17d,d2831fd0608f7c3d
drp.en_ko.in_house.selectstar_000027.jpg,data/datasets/images/train/drp.en_ko.in_house.selectstar_000027.jpg,train,0,drp.en_ko.in_house.selectstar_000027.jpg,1,27,train_w3_s1,3,1,124,720,1280,0.9216,1.777777778,0.6014907471,0.1727890613,2574.64648,16.7089859,10.27663452,0.01612903226,0.1612903226,e73add61d42916ae35a12d9cf2eff607227bb59c6d5e75a10359942a547af2cd,d49220ff2fd87f00
drp.en_ko.in_house.selectstar_000028.jpg,data/datasets/images/train/drp.en_ko.in_house.selectstar_000028.jpg,train,0,drp.en_ko.in_house.selectstar_000028.jpg,1,28,train_w0_s1,0,1,66,960,1280,1.2288,1.333333333,0.624093987,0.1088075376,1494.233959,25.57999268,11.23200607,0,0.1515151515,dea25d051bd6eb528dc6220f7041fc8fa40f8666583d671c366683cb91098bb3,85cf3ef078d029f0
drp.en_ko.in_house.selectstar_000030.jpg,data/datasets/images/val/drp.en_ko.in_house.selectstar_000030.jpg,val,0,drp.en_ko.in_house.selectstar_000030.jpg,1,30,val_w3_s0,3,0,127,927,1280,1.18656,1.380798274,0.6919521671,0.1814093123,6491.233795,24.76796875,11.50306015,0.02362204724,0.1181102362,b51d20ad25808d83c5fbfee7be578fe767e77aa2a03c627861857351c1abcc8c,9fec5033c2cf1c34
drp.en_ko.in_house.selectstar_000032.jpg,data/datasets/images/val/drp.en_ko.in_house.selectstar_000032.jpg,val,1,drp.en_ko.in_house.selectstar_000032.jpg,1,32,val_w4_s1,4,1,155,959,1280,1.22752,1.33472367,0.6285691804,0.1704633896,1112.182203,13.43999481,6.485937195,0.135483871,0.2903225806,39a58dbfa7d81d7e1a363879a74ee9c915662bfe083fc4154d06477677e56f34,c31d3b262cd92ce6
drp.en_ko.in_house.selectstar_000033.jpg,data/datasets/images/train/drp.en_ko.in_house.selectstar_000033.jpg,train,1,drp.en_ko.in_house.selectstar_000033.jpg,1,33,train_w2_s0,2,0,122,960,1280,1.2288,1.333333333,0.7082300722,0.1128602883,2156.61381,16.05599365,9.635032654,0.06557377049,0.1229508197,20a60fb4ebecfa0bcacb6cbd3011add97099b53cee85fda49717029a757e6819,89d22be9068f56ce
drp.en_ko.in_house.selectstar_000034.jpg,data/datasets/images/train/drp.en_ko.in_house.selectstar_000034.jpg,train,3,drp.en_ko.in_house.selectstar_000034.jpg,1,34,train_w3_s0,3,0,134,960,1280,1.2288,1.333333333,0.6725340201,0.0825432302,1383.031855,23.48829422,13.50819244,0.007462686567,0.07462686567,f7dc31fef089a1c9d7543c3ae0ee8b7520d040e35c7a46914a417cf1e028cd75,8af52bda158a15e3
drp.en_ko.in_house.selectstar_000036.jpg,data/datasets/images/train/drp.en_ko.in_house.selectstar_000036.jpg,train,3,drp.en_ko.in_house.selectstar_000036.jpg,1,36,train_w3_s1,3,1,133,617,1280,0.78976,2.074554295,0.684034114,0.1230560367,2899.809005,14.1536499,10.03548309,0.05263157895,0.1578947368,8ae089a55a4301ffcd9c47782581bfc6e05e7788496e97afbd8321a39091f017,a5d62439ca33dbe0
drp.en_ko.in_house.selectstar_000037.jpg,data/datasets/images/train/drp.en_ko.in_house.selectstar_000037.jpg,train,4,drp.en_ko.in_house.selectstar_000037.jpg,1,37,train_w1_s1,1,1,101,720,1280,0.9216,1.777777778,0.607085929,0.1762145828,3058.411765,15.42397461,7.519993591,0.1188118812,0.2673267327,651ad11e9d2d51f0a523375421c6fa185a2030104ba9b67d3463b7b10424cd86,d2aa01be7dec7c01
drp.en_ko.in_house.selectstar_000038.jpg,data/datasets/images/train/drp.en_ko.in_house.selectstar_000038.jpg,train,1,drp.en_ko.in_house.selectstar_000038.jpg,1,38,train_w1_s0,1,0,103,960,1280,1.2288,1.333333333,0.6108077903,0.2097568759,4379.880109,25.11999512,15.06561462,0,0.02912621359,9f9de30b27003d77d575d409fe8dcc1d5a3193ba8c7f1fefe41de2bb42b15d60,82d239ce782d7c8d
drp.en_ko.in_house.selectstar_000039.jpg,data/datasets/images/train/drp.en_ko.in_house.selectstar_000039.jpg,train,3,drp.en_ko.in_house.selectstar_000039.jpg,1,39,train_w2_s0,2,0,118,720,1280,0.9216,1.777777778,0.5661634657,0.2352735239,1964.092145,18.66398926,10.62719238,0.06779661017,0.1101694915,d68782220de6d6335b39d56e63f47bf1a0cf2a89fcb8dd886be8349fdc0c0a2b,85c57a827ec17ab4
drp.en_ko.in_house.selectstar_000040.jpg,data/datasets/images/train/drp.en_ko.in_house.selectstar_000040.jpg,train,2,drp.en_ko.in_house.selectstar_000040.jpg,1,40,train_w4_s1,4,1,182,960,1280,1.2288,1.333333333,0.5522808599,0.1674098098,2006.782985,13.14800873,6.196801682,0.1648351648,0.3021978022,9737d551c6f62367c1dcb6e90761289ed9c510b045cc35e3ac2afe1f8ecaf65c,cbce5ab5b45a00b5
drp.en_ko.in_house.selectstar_000041.jpg,data/datasets/images/train/drp.en_ko.in_house.selectstar_000041.jpg,train,4,drp.en_ko.in_house.selectstar_000041.jpg,1,41,train_w2_s1,2,1,119,960,1280,1.2288,1.333333333,0.5165920083,0.2047173208,1994.154851,18.44000549,9.22240509,0.05882352941,0.2100840336,f662bb2502a4cd2ed0923ea629e53f72aefc3d616da16dda48e87692c903d582,96e769086df06c9c
drp.en_ko.in_house.selectstar_000042.jpg,data/datasets/images/train/drp.en_ko.in_house.selectstar_000042.jpg,train,2,drp.en_ko.in_house.selectstar_000042.jpg,1,42,train_w0_s1,0,1,81,605,1280,0.7744,2.115702479,0.6294877565,0.1462265336,2520.919865,18.50400391,8.503350067,0.08641975309,0.1604938272,df55062c6ed544c1d956b76e76c0fc20b10e276f1a078bc55216cf4ba02c34c9,aa9907e716b715c2
drp.en_ko.in_house.selectstar_000043.jpg,data/datasets/images/train/drp.en_ko.in_house.selectstar_000043.jpg,train,4,drp.en_ko.in_house.selectstar_000043.jpg,1,43,train_w4_s1,4,1,147,720,1280,0.9216,1.777777778,0.7356085484,0.1151115723,2071.031798,13.6880127,5.32480423,0.2380952381,0.3741496599,3a5178e016a37b7f10b6a3567c369eb95d8a8b33d33dbe2082fd992729e15aca,d39a47862d713aa5
drp.en_ko.in_house.selectstar_000044.jpg,data/datasets/images/train/drp.en_ko.in_house.selectstar_000044.jpg,train,0,drp.en_ko.in_house.selectstar_000044.jpg,1,44,train_w1_s1,1,1,92,720,1280,0.9216,1.777777778,0.5921487247,0.1911518314,2780.465376,18.7239975,10.62796402,0.02173913043,0.1413043478,9488d08a6fbfd954dfddfeddd2ef37a6eb2a81eb74146de8fea8eec8d01ddd62,d6ba22813b456cfc
drp.en_ko.in_house.selectstar_000045.jpg,data/datasets/images/train/drp.en_ko.in_house.selectstar_000045.jpg,train,1,drp.en_ko.in_house.selectstar_000045.jpg,1,45,train_w1_s1,1,1,94,960,1280,1.2288,1.333333333,0.5189893735,0.2011613017,2012.653433,18.80400238,7.630393066,0.1382978723,0.2553191489,4dd0d0196dfeb9ba0787286be010dc63deedc8d3a6c16dd2ec066547cc56ec85,96e3693969f06998
drp.en_ko.in_house.selectstar_000046.jpg,data/datasets/images/val/drp.en_ko.in_house.selectstar_000046.jpg,val,0,drp.en_ko.in_house.selectstar_000046.jpg,1,46,val_w1_s1,1,1,104,920,1280,1.1776,1.391304348,0.7286132396,0.1010334219,1546.579579,21.49954224,10.05876114,0.009615384615,0.1634615385,a11b16381634c4bcb1542de0fbe7e601fa1c1fc96c5cb230667e89fa106cd98a,d72a27649c546697
drp.en_ko.in_house.selectstar_000047.jpg,data/datasets/images/train/drp.en_ko.in_house.selectstar_000047.jpg,train,1,drp.en_ko.in_house.selectstar_000047.jpg,1,47,train_w3_s0,3,0,141,960,1280,1.2288,1.333333333,0.5870439118,0.1511606881,1632.389049,16.67197266,13.84799805,0.08510638298,0.09929078014,c45d6cf121801d7c9f6b25120b1bd70af843ea970bcb47630cbb3260fd280152,83db63b14cad58ac
drp.en_ko.in_house.selectstar_000048.jpg,data/datasets/images/train/drp.en_ko.in_house.selectstar_000048.jpg,train,3,drp.en_ko.in_house.selectstar_000048.jpg,1,48,train_w2_s1,2,1,113,960,1280,1.2288,1.333333333,0.5301035364,0.2287118443,2036.928131,17.65289764,7.062826385,0.1504424779,0.203539823,2bad399e413af71174b6edade0e2945042186d7b700a48148ab2b8792afb160f,93ca21d768853af5
drp.en_ko.in_house.selectstar_000049.jpg,data/datasets/images/train/drp.en_ko.in_house.selectstar_000049.jpg,train,2,drp.en_ko.in_house.selectstar_000049.jpg,1,49,train_w4_s1,4,1,156,960,1280,1.2288,1.333333333,0.5100043602,0.1949876739,1722.857992,12.52873611,4.675558853,0.2051282051,0.4294871795,6e5079012c54ac9e3d1b9a968105491b7fad60f2e016c3aa02084da8086e04c0,8bc6318f649934cf
drp.en_ko.in_house.selectstar_000050.jpg,data/datasets/images/train/drp.en_ko.in_house.selectstar_000050.jpg,train,4,drp.en_ko.in_house.selectstar_000050.jpg,1,50,train_w1_s0,1,0,106,960,1280,1.2288,1.333333333,0.516829467,0.2895654278,1112.356803,21.99999695,15.50400391,0,0.02830188679,72d60262a2f093ffbe29bd9ed4be707c36c3a26541c21a2c599dd5664414d236,85b569956a966a96
drp.en_ko.in_house.selectstar_000051.jpg,data/datasets/images/train/drp.en_ko.in_house.selectstar_000051.jpg,train,2,drp.en_ko.in_house.selectstar_000051.jpg,1,51,train_w1_s1,1,1,105,960,1280,1.2288,1.333333333,0.4953899708,0.2700749628,2202.376383,19.44909821,9.728125763,0.02857142857,0.1904761905,31362a3e79bb4f68583597cf5db8f150496fd4f1490f1256e2c1ce9333d94df5,9ecc6906699b62cd
drp.en_ko.in_house.selectstar_000052.jpg,data/datasets/images/train/drp.en_ko.in_house.selectstar_000052.jpg,train,1,drp.en_ko.in_house.selectstar_000052.jpg,1,52,train_w4_s0,4,0,142,960,1280,1.2288,1.333333333,0.613331973,0.2157349819,4251.686032,19.35411301,11.11460732,0.01408450704,0.1126760563,6c4a3b2189170b5fb125951737ebd6f15f2e0206ae92f565a91941c4588706ad,d2de23875c2d0bb2
drp.en_ko.in_house.selectstar_000053.jpg,data/datasets/images/train/drp.en_ko.in_house.selectstar_000053.jpg,train,0,drp.en_ko.in_house.selectstar_000053.jpg,1,53,train_w0_s1,0,1,59,960,1280,1.2288,1.333333333,0.5149393917,0.2019727835,813.1891682,20.46401062,8.744017334,0.08474576271,0.1355932203,1ea28b9aba56e852031504eace8a96ba36b9b4af3fda7ee418c5adb56a02b6f5,96c7391c696d3869
drp.en_ko.in_house.selectstar_000054.jpg,data/datasets/images/train/drp.en_ko.in_house.selectstar_000054.jpg,train,3,drp.en_ko.in_house.selectstar_000054.jpg,1,54,train_w3_s1,3,1,124,747,1280,0.95616,1.71352075,0.688158701,0.2000934836,2756.435367,16.61999512,8.348883896,0.08064516129,0.2661290323,7f05062967add5eae7a3e1c1d2848fe702d5289a96b2b4a9a50d788ef38cf48c,81fe07e0df01d09f
drp.en_ko.in_house.selectstar_000055.jpg,data/datasets/images/train/drp.en_ko.in_house.selectstar_000055.jpg,train,0,drp.en_ko.in_house.selectstar_000055.jpg,1,55,train_w1_s0,1,0,96,1076,1280,1.37728,1.189591078,0.6165068008,0.2524445738,356.7094173,22.15654984,14.75168839,0,0.04166666667,8418cd7442543cdfb3caf09ff4043d6771b073cdac89491b56bfca1fccb27aef,83877fe870ea2c62
drp.en_ko.in_house.selectstar_000056.jpg,data/datasets/images/val/drp.en_ko.in_house.selectstar_000056.jpg,val,3,drp.en_ko.in_house.selectstar_000056.jpg,1,56,val_w4_s1,4,1,196,960,1280,1.2288,1.333333333,0.5131209828,0.1883264074,1628.352339,11.93998947,4.760009766,0.306122449,0.5306122449,280216e74dabd876c203b3dc828b44fbc5cf9ec2080865014b23fac3a891de40,9af926e3786661e0
drp.en_ko.in_house.selectstar_000057.jpg,data/datasets/images/train/drp.en_ko.in_house.selectstar_000057.jpg,train,0,drp.en_ko.in_house.selectstar_000057.jpg,1,57,train_w3_s0,3,0,129,960,1280,1.2288,1.333333333,0.5449725382,0.2652578871,1490.097586,20.73858185,12.36626877,0.01550387597,0.09302325581,4aec75a9bf2fd783f9964365e7667aa1ee10e4c4a529cdab2e9de20db5309303,87a9568d0a57a967
drp.en_ko.in_house.selectstar_000058.jpg,data/datasets/images/val/drp.en_ko.in_house.selectstar_000058.jpg,val,4,drp.en_ko.in_house.selectstar_000058.jpg,1,58,val_w2_s0,2,0,115,960,1280,1.2288,1.333333333,0.627388928,0.1065882866,1745.503525,22.8,12.24637695,0.0347826087,0.09565217391,6ac80f52a41f1e88e9c0f244599f520f9bb5fac0e306269c4ec59182c8ad7400,fbaa74ab502857a8
drp.en_ko.in_house.selectstar_000059.jpg,data/datasets/images/train/drp.en_ko.in_house.selectstar_000059.jpg,train,1,drp.en_ko.in_house.selectstar_000059.jpg,1,59,train_w1_s1,1,1,94,960,1280,1.2288,1.333333333,0.5355193892,0.2727317466,2425.233315,18.52799988,10.21601456,0.03191489362,0.1914893617,3f7372db14c6bc637c7dc2dc627d2f29413b3573d94609950a88dead0d5ecf38,82e73ce66c393cd0
drp.en_ko.in_house.selectstar_000060.jpg,data/datasets/images/train/drp.en_ko.in_house.selectstar_000060.jpg,train,1,drp.en_ko.in_house.selectstar_000060.jpg,1,60,train_w2_s1,2,1,111,960,1280,1.2288,1.333333333,0.5874268575,0.1698218437,3631.105717,17.96801453,10.99999847,0.01801801802,0.1621621622,c444bb10c6a676c5d8625c17c194b1f2e339ec802ef6b943e49283646ca9550e,c3c15ba8255e3cbc
drp.en_ko.in_house.selectstar_000061.jpg,data/datasets/images/train/drp.en_ko.in_house.selectstar_000061.jpg,train,2,drp.en_ko.in_house.selectstar_000061.jpg,1,61,train_w0_s0,0,0,82,938,1280,1.20064,1.364605544,0.5409943832,0.1189356423,2301.182607,27.58400879,17.5552002,0,0.01219512195,6b1be2cf4cb5969103239af0cbae4e8e85851978b8dd1d3dd4a28bf8c896b533,ffa9719e8688c04b
drp.en_ko.in_house.selectstar_000062.jpg,data/datasets/images/train/drp.en_ko.in_house.selectstar_000062.jpg,train,0,drp.en_ko.in_house.selectstar_000062.jpg,1,62,train_w2_s1,2,1,110,960,1280,1.2288,1.333333333,0.5123191484,0.2630534831,2438.605911,18.97901459,9.026396332,0.09090909091,0.1545454545,7aef5eece49bf1b86e3be5414e1293634fee58974c5c67a8e18dd818f15ef27b,82e33c657c6c31ce
drp.en_ko.in_house.selectstar_000063.jpg,data/datasets/images/train/drp.en_ko.in_house.selectstar_000063.jpg,train,3,drp.en_ko.in_house.selectstar_000063.jpg,1,63,train_w1_s1,1,1,101,896,1280,1.14688,1.428571429,0.5756483887,0.2100800176,3164.992414,20.51199646,10.49375992,0.0198019802,0.1386138614,35f660ece7f14d34e694c11f3db8debe76f6228d54eee412dc0a6146e037e8a9,c09aa07f407d3f36
drp.en_ko.in_house.selectstar_000064.jpg,data/datasets/images/val/drp.en_ko.in_house.selectstar_000064.jpg,val,2,drp.en_ko.in_house.selectstar_000064.jpg,1,64,val_w2_s0,2,0,106,682,1280,0.87296,1.876832845,0.7078128647,0.1886974716,3738.144095,17.81199493,11.65853691,0.01886792453,0.1226415094,f2eb243f4f0012388e7435914c765e5e41137a4847740a21989ccc3a037c7591,80ff2ad07ba96315
drp.en_ko.in_house.selectstar_000065.jpg,data/datasets/images/train/drp.en_ko.in_house.selectstar_000065.jpg,train,4,drp.en_ko.in_house.selectstar_000065.jpg,1,65,train_w3_s1,3,1,129,675,1280,0.864,1.896296296,0.6658868067,0.1675180029,2106.524248,19.17600098,8.887996521,0.06201550388,0.1705426357,086f7080ff79099b589b8aaafd2003fba7f055648f75d4512ee0929ccc33deea,bfd538e0c71b48c4
drp.en_ko.in_house.selectstar_000066.jpg,data/datasets/images/train/drp.en_ko.in_house.selectstar_000066.jpg,train,3,drp.en_ko.in_house.selectstar_000066.jpg,1,66,train_w2_s1,2,1,112,747,1280,0.95616,1.71352075,0.5845150194,0.2009725493,3448.863142,17.61671524,8.288373184,0.09821428571,0.2767857143,90744dcb856e39d618175114102a2f387556e3347ea72682b247815eb89de45d,80ab66527a5e6fa1
drp.en_ko.in_house.selectstar_000067.jpg,data/datasets/images/val/drp.en_ko.in_house.selectstar_000067.jpg,val,4,drp.en_ko.in_house.selectstar_000067.jpg,1,67,val_w0_s0,0,0,81,1006,1280,1.28768,1.272365805,0.4965735622,0.06795386826,654.9185268,27.27484131,14.35998535,0,0.02469135802,2169d16ee8447fc663af188d474a07b9537798ce8593adc5b762fa54edff5540,93c768186c79327e
drp.en_ko.in_house.selectstar_000068.jpg,data/datasets/images/train/drp.en_ko.in_house.selectstar_000068.jpg,train,1,drp.en_ko.in_house.selectstar_000068.jpg,1,68,train_w4_s1,4,1,145,720,1280,0.9216,1.777777778,0.3620758655,0.2206260898,2273.421954,14.6388382,5.677263184,0.1724137931,0.2206896552,b0f4236d3f74877a94911874ccd58796aa498bc5183222a55fffa3f861d930d0,9763687c681c78bc
drp.en_ko.in_house.selectstar_000069.jpg,data/datasets/images/train/drp.en_ko.in_house.selectstar_000069.jpg,train,0,drp.en_ko.in_house.selectstar_000069.jpg,1,69,train_w3_s1,3,1,139,618,1280,0.79104,2.071197411,0.6167468569,0.2123134556,2632.358535,14.46401367,7.477411346,0.1510791367,0.2374100719,b61bbbb5558b64a3a4051ff86470d0372bbeb7f2283f5ab37ac089cc61db20d5,96cb723249f129ea
drp.en_ko.in_house.selectstar_000070.jpg,data/datasets/images/train/drp.en_ko.in_house.selectstar_000070.jpg,train,4,drp.en_ko.in_house.selectstar_000070.jpg,1,70,train_w2_s1,2,1,107,960,1280,1.2288,1.333333333,0.6132772408,0.1541921914,3508.096738,21.45837402,9.925181885,0.07476635514,0.1588785047,624ee90d10a243441473b8a0d0bfce03a90cc223c39019195f35657d94620738,953ae680de798363
drp.en_ko.in_house.selectstar_000071.jpg,data/datasets/images/train/drp.en_ko.in_house.selectstar_000071.jpg,train,3,drp.en_ko.in_house.selectstar_000071.jpg,1,71,train_w0_s0,0,0,79,960,1280,1.2288,1.333333333,0.6183646807,0.1534950886,1706.496173,24.41273346,15.7920282,0,0.06329113924,4b9d81d8fe82fdab76c6d3e7e42dd6a32c776e6b72f6959d0e4fd31ea7224842,94e30198c31f3ebd
drp.en_ko.in_house.selectstar_000072.jpg,data/datasets/images/train/drp.en_ko.in_house.selectstar_000072.jpg,train,2,drp.en_ko.in_house.selectstar_000072.jpg,1,72,train_w2_s0,2,0,122,960,1280,1.2288,1.333333333,0.4965758679,0.2833362813,837.6483312,16.96116867,11.88886513,0.02459016393,0.1147540984,7fb5a70123cdf6bc9960b96fdceab0ec671dbcfcfc3ffd4edcf96d1115fd0d71,c3831fda686f2ae0
